SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
447,1/30/2020,,India,1/30/2020,1,0,0
510,1/31/2020,,India,1/31/2020,1,0,0
568,2/1/2020,,India,1/31/2020,1,0,0
630,2/2/2020,,India,2020-02-02T06:03:08,2,0,0
697,2/3/2020,,India,2020-02-03T21:43:02,3,0,0
767,2/4/2020,,India,2020-02-03T21:43:02,3,0,0
839,2/5/2020,,India,2020-02-03T21:43:02,3,0,0
912,2/6/2020,,India,2020-02-03T21:43:02,3,0,0
987,2/7/2020,,India,2020-02-03T21:43:02,3,0,0
1061,2/8/2020,,India,2020-02-03T21:43:02,3,0,0
1135,2/9/2020,,India,2020-02-03T21:43:02,3,0,0
1210,2/10/2020,,India,2020-02-03T21:43:02,3,0,0
1284,2/11/2020,,India,2020-02-03T21:43:02,3,0,0
1359,2/12/2020,,India,2020-02-03T21:43:02,3,0,0
1434,2/13/2020,,India,2020-02-13T18:53:02,3,0,0
1510,2/14/2020,,India,2020-02-13T18:53:02,3,0,0
1587,2/15/2020,,India,2020-02-13T18:53:02,3,0,0
1664,2/16/2020,,India,2020-02-16T07:43:02,3,0,3
1741,2/17/2020,,India,2020-02-16T07:43:02,3,0,3
1818,2/18/2020,,India,2020-02-16T07:43:02,3,0,3
1895,2/19/2020,,India,2020-02-16T07:43:02,3,0,3
1974,2/20/2020,,India,2020-02-16T07:43:02,3,0,3
2056,2/21/2020,,India,2020-02-16T07:43:02,3,0,3
2142,2/22/2020,,India,2020-02-16T07:43:02,3,0,3
2228,2/23/2020,,India,2020-02-16T07:43:02,3,0,3
2315,2/24/2020,,India,2020-02-16T07:43:02,3,0,3
2410,2/25/2020,,India,2020-02-16T07:43:02,3,0,3
2509,2/26/2020,,India,2020-02-16T07:43:02,3,0,3
2616,2/27/2020,,India,2020-02-16T07:43:02,3,0,3
2725,2/28/2020,,India,2020-02-16T07:43:02,3,0,3
2848,2/29/2020,,India,2020-02-16T07:43:02,3,0,3
2974,3/1/2020,,India,2020-02-16T07:43:02,3,0,3
3097,3/2/2020,,India,2020-03-02T22:33:09,5,0,3
3245,3/3/2020,,India,2020-03-02T22:33:09,5,0,3
3373,3/4/2020,,India,2020-03-04T12:33:03,28,0,3
3538,3/5/2020,,India,2020-03-05T13:53:03,30,0,3
3713,3/6/2020,,India,2020-03-06T13:03:12,31,0,3
3916,3/7/2020,,India,2020-03-07T18:13:27,34,0,3
4144,3/8/2020,,India,2020-03-08T09:23:05,39,0,3
4403,3/9/2020,,India,2020-03-09T09:13:17,43,0,3
4670,3/10/2020,,India,2020-03-10T10:13:28,56,0,4
4880,3/11/2020,,India,2020-03-11T22:13:12,62,1,4
5097,3/12/2020,,India,2020-03-12T08:33:13,73,1,4
5380,3/13/2020,,India,2020-03-11T20:00:00,82,2,4
5556,3/14/2020,,India,2020-03-14T20:33:03,102,2,4
5806,3/15/2020,,India,2020-03-15T18:20:18,113,2,13
6076,3/16/2020,,India,2020-03-16T14:38:45,119,2,13
6347,3/17/2020,,India,2020-03-17T15:33:06,142,3,14
6627,3/18/2020,,India,2020-03-18T13:33:12,156,3,14
6915,3/19/2020,,India,2020-03-19T20:43:02,194,4,15
7208,3/20/2020,,India,2020-03-20T15:13:21,244,5,20
7501,3/21/2020,,India,2020-03-21T17:43:03,330,4,23
7806,3/22/2020,,India,3/8/2020,396,7,24
8109,3/23/2020,,India,3/23/2020,499,10,34
8409,3/24/2020,,India,3/24/2020,536,10,40
8714,3/25/2020,,India,3/25/2020,657,12,43
9021,3/26/2020,,India,3/26/2020,727,20,45
9333,3/27/2020,,India,3/27/2020,887,20,73
9645,3/28/2020,,India,3/8/2020,987,24,84
9961,3/29/2020,,India,3/8/2020,1024,27,95
10278,3/30/2020,,India,3/8/2020,1251,32,102
10596,3/31/2020,,India,3/31/2020,1397,35,123
10914,4/1/2020,,India,4/1/2020,1998,58,148
11232,4/2/2020,,India,4/2/2020,2543,72,191
11552,4/3/2020,,India,4/3/2020,2567,72,192
11872,4/4/2020,,India,4/4/2020,3082,86,229
12193,4/5/2020,,India,4/5/2020,3588,99,229
12516,4/6/2020,,India,4/6/2020,4778,136,375
12840,4/7/2020,,India,4/7/2020,5311,150,421
13164,4/8/2020,,India,4/8/2020,5916,178,506
13488,4/9/2020,,India,4/9/2020,6725,226,620
13812,4/10/2020,,India,4/10/2020,7598,246,774
14137,4/11/2020,,India,4/11/2020,8446,288,969
14462,4/12/2020,,India,4/12/2020,9205,331,1080
14786,4/13/2020,,India,4/13/2020,10453,358,1181
15110,4/14/2020,,India,4/14/2020,11487,393,1359
15434,4/15/2020,,India,4/15/2020,12322,405,1432
15758,4/16/2020,,India,4/16/2020,13430,448,1768
16082,4/17/2020,,India,4/17/2020,14352,486,2041
16406,4/18/2020,,India,4/18/2020,15722,521,2463
16730,4/19/2020,,India,4/19/2020,17615,559,2854
17054,4/20/2020,,India,4/20/2020,18539,592,3273
17378,4/21/2020,,India,4/21/2020,20080,645,3975
17702,4/22/2020,,India,4/22/2020,21370,681,4370
18025,4/23/2020,,India,4/24/2020,23077,721,5012
18349,4/24/2020,,India,4/25/2020,24530,780,5498
18670,4/25/2020,,India,4/26/2020,26283,825,5939
18991,4/26/2020,,India,4/27/2020,27890,881,6523
19312,4/27/2020,,India,4/28/2020,29451,939,7137
19637,4/28/2020,,India,4/29/2020,31324,1008,7747
19962,4/29/2020,,India,4/30/2020,33062,1079,8437
20288,4/30/2020,,India,5/1/2020,34863,1154,9068
20615,5/1/2020,,India,5/2/2020,37257,1223,10007
20942,5/2/2020,,India,5/3/2020,39699,1323,10819
21269,5/3/2020,,India,5/4/2020,42505,1391,11775
21596,5/4/2020,,India,5/5/2020,46437,1566,12847
21923,5/5/2020,,India,5/6/2020,49400,1693,14142
22250,5/6/2020,,India,4/2/2021,52987,1785,15331
22577,5/7/2020,,India,4/2/2021,56351,1889,16776
22904,5/8/2020,,India,4/2/2021,59695,1985,17887
23231,5/9/2020,,India,4/2/2021,62808,2101,19301
23558,5/10/2020,,India,4/2/2021,67161,2212,20969
23885,5/11/2020,,India,4/2/2021,70768,2294,22549
24212,5/12/2020,,India,4/2/2021,74292,2415,24420
24539,5/13/2020,,India,4/2/2021,78055,2551,26400
24866,5/14/2020,,India,4/2/2021,81997,2649,27969
25247,5/15/2020,,India,4/2/2021,85784,2753,30258
25628,5/16/2020,,India,4/2/2021,90648,2871,34224
26009,5/17/2020,,India,4/2/2021,95698,3025,36795
26390,5/18/2020,,India,4/2/2021,100328,3156,39233
26771,5/19/2020,,India,4/2/2021,106475,3302,42309
27151,5/20/2020,,India,4/2/2021,112028,3434,45422
27607,5/21/2020,,India,4/2/2021,118226,3584,48553
28063,5/22/2020,,India,4/2/2021,124794,3726,51824
28519,5/23/2020,,India,4/2/2021,131423,3868,54385
28975,5/24/2020,,India,4/2/2021,138536,4024,57692
29431,5/25/2020,,India,4/2/2021,144950,4172,60706
29887,5/26/2020,,India,4/2/2021,150793,4344,64277
30343,5/27/2020,,India,4/2/2021,158086,4534,67749
30798,5/28/2020,,India,4/2/2021,165386,4711,70920
31355,5/29/2020,,India,4/2/2021,173491,4980,82627
31913,5/30/2020,,India,4/2/2021,181827,5185,86936
32472,5/31/2020,,India,4/2/2021,190609,5408,91852
33031,6/1/2020,,India,4/2/2021,198370,5608,95754
33699,6/2/2020,,India,4/2/2021,207191,5829,100285
34366,6/3/2020,,India,4/2/2021,216824,6088,104071
35034,6/4/2020,,India,4/2/2021,226713,6363,108450
35702,6/5/2020,,India,4/2/2021,236184,6649,113233
36390,6/6/2020,,India,4/2/2021,246622,6946,118695
37078,6/7/2020,,India,4/2/2021,257486,7207,123848
37766,6/8/2020,,India,4/2/2021,265928,7473,129095
38454,6/9/2020,,India,4/2/2021,276146,7750,134670
39261,6/10/2020,Andaman and Nicobar Islands,India,4/2/2021,33,0,33
39262,6/10/2020,Andhra Pradesh,India,4/2/2021,5070,77,2802
39278,6/10/2020,Arunachal Pradesh,India,4/2/2021,57,0,1
39279,6/10/2020,Assam,India,4/2/2021,2937,4,1085
39301,6/10/2020,Bihar,India,4/2/2021,5459,32,2864
39334,6/10/2020,Chandigarh,India,4/2/2021,323,5,286
39341,6/10/2020,Chhattisgarh,India,4/2/2021,1240,6,386
39360,6/10/2020,Dadar Nagar Haveli,India,4/2/2021,22,0,2
39364,6/10/2020,Delhi,India,4/2/2021,31309,905,11861
39393,6/10/2020,Goa,India,4/2/2021,359,0,67
39408,6/10/2020,Gujarat,India,4/2/2021,21014,1313,14365
39413,6/10/2020,Haryana,India,4/2/2021,5209,45,2134
39420,6/10/2020,Himachal Pradesh,India,4/2/2021,445,5,249
39445,6/10/2020,Jammu and Kashmir,India,4/2/2021,4346,48,1506
39448,6/10/2020,Jharkhand,India,4/2/2021,1411,8,559
39466,6/10/2020,Karnataka,India,4/2/2021,5921,66,2604
39469,6/10/2020,Kerala,India,4/2/2021,2096,16,848
39494,6/10/2020,Ladakh,India,4/2/2021,108,1,52
39510,6/10/2020,Madhya Pradesh,India,4/2/2021,9849,420,6729
39516,6/10/2020,Maharashtra,India,4/2/2021,90787,3289,42638
39518,6/10/2020,Manipur,India,4/2/2021,304,0,61
39531,6/10/2020,Meghalaya,India,4/2/2021,43,1,13
39545,6/10/2020,Mizoram,India,4/2/2021,88,0,1
39557,6/10/2020,Nagaland,India,4/2/2021,127,0,10
39597,6/10/2020,Odisha,India,4/2/2021,3140,9,2133
39630,6/10/2020,Puducherry,India,4/2/2021,127,0,52
39634,6/10/2020,Punjab,India,4/2/2021,2719,55,2167
39644,6/10/2020,Rajasthan,India,4/2/2021,11245,255,8328
39691,6/10/2020,Sikkim,India,4/2/2021,13,0,0
39712,6/10/2020,Tamil Nadu,India,4/2/2021,34914,307,18325
39716,6/10/2020,Telangana,India,4/2/2021,3920,148,1809
39733,6/10/2020,Tripura,India,4/2/2021,864,1,192
39747,6/10/2020,Unknown,India,4/2/2021,9227,0,0
39754,6/10/2020,Uttar Pradesh,India,4/2/2021,11335,301,6669
39755,6/10/2020,Uttarakhand,India,4/2/2021,1537,13,755
39780,6/10/2020,West Bengal,India,4/2/2021,8985,415,3620
39989,6/11/2020,Andaman and Nicobar Islands,India,4/2/2021,38,0,33
39990,6/11/2020,Andhra Pradesh,India,4/2/2021,5429,80,3048
40006,6/11/2020,Arunachal Pradesh,India,4/2/2021,61,0,4
40007,6/11/2020,Assam,India,4/2/2021,3319,6,1432
40029,6/11/2020,Bihar,India,4/2/2021,5983,36,3266
40062,6/11/2020,Chandigarh,India,4/2/2021,332,5,286
40069,6/11/2020,Chhattisgarh,India,4/2/2021,1398,6,447
40088,6/11/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,30,0,2
40092,6/11/2020,Delhi,India,4/2/2021,34687,1085,12731
40122,6/11/2020,Goa,India,4/2/2021,417,0,67
40137,6/11/2020,Gujarat,India,4/2/2021,22032,1385,15101
40142,6/11/2020,Haryana,India,4/2/2021,5968,64,2260
40149,6/11/2020,Himachal Pradesh,India,4/2/2021,470,6,280
40174,6/11/2020,Jammu and Kashmir,India,4/2/2021,4574,52,1820
40177,6/11/2020,Jharkhand,India,4/2/2021,1599,8,630
40195,6/11/2020,Karnataka,India,4/2/2021,6245,72,2977
40198,6/11/2020,Kerala,India,4/2/2021,2244,18,968
40223,6/11/2020,Ladakh,India,4/2/2021,135,1,54
40239,6/11/2020,Madhya Pradesh,India,4/2/2021,10241,431,7042
40245,6/11/2020,Maharashtra,India,4/2/2021,97648,3590,46078
40247,6/11/2020,Manipur,India,4/2/2021,366,0,73
40260,6/11/2020,Meghalaya,India,4/2/2021,44,1,18
40274,6/11/2020,Mizoram,India,4/2/2021,102,0,1
40286,6/11/2020,Nagaland,India,4/2/2021,128,0,22
40327,6/11/2020,Odisha,India,4/2/2021,3386,9,2354
40360,6/11/2020,Puducherry,India,4/2/2021,157,2,67
40364,6/11/2020,Punjab,India,4/2/2021,2887,59,2259
40374,6/11/2020,Rajasthan,India,4/2/2021,11838,265,8775
40422,6/11/2020,Sikkim,India,4/2/2021,14,0,2
40443,6/11/2020,Tamil Nadu,India,4/2/2021,38716,349,20705
40447,6/11/2020,Telangana,India,4/2/2021,4320,165,1993
40464,6/11/2020,Tripura,India,4/2/2021,913,1,278
40478,6/11/2020,Unknown,India,4/2/2021,8315,0,0
40486,6/11/2020,Uttar Pradesh,India,4/2/2021,12088,345,7292
40487,6/11/2020,Uttarakhand,India,4/2/2021,1643,15,842
40513,6/11/2020,West Bengal,India,4/2/2021,9768,442,3988
40722,6/12/2020,Andaman and Nicobar Islands,India,4/2/2021,38,0,33
40723,6/12/2020,Andhra Pradesh,India,4/2/2021,5429,80,3048
40739,6/12/2020,Arunachal Pradesh,India,4/2/2021,61,0,4
40740,6/12/2020,Assam,India,4/2/2021,3319,6,1432
40762,6/12/2020,Bihar,India,4/2/2021,5983,36,3266
40795,6/12/2020,Chandigarh,India,4/2/2021,332,5,286
40802,6/12/2020,Chhattisgarh,India,4/2/2021,1398,6,447
40821,6/12/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,30,0,2
40825,6/12/2020,Delhi,India,4/2/2021,34687,1085,12731
40855,6/12/2020,Goa,India,4/2/2021,417,0,67
40870,6/12/2020,Gujarat,India,4/2/2021,22032,1385,15101
40875,6/12/2020,Haryana,India,4/2/2021,5968,64,2260
40882,6/12/2020,Himachal Pradesh,India,4/2/2021,470,6,280
40907,6/12/2020,Jammu and Kashmir,India,4/2/2021,4574,52,1820
40910,6/12/2020,Jharkhand,India,4/2/2021,1599,8,630
40928,6/12/2020,Karnataka,India,4/2/2021,6245,72,2977
40931,6/12/2020,Kerala,India,4/2/2021,2244,18,968
40956,6/12/2020,Ladakh,India,4/2/2021,135,1,54
40972,6/12/2020,Madhya Pradesh,India,4/2/2021,10241,431,7042
40978,6/12/2020,Maharashtra,India,4/2/2021,97648,3590,46078
40980,6/12/2020,Manipur,India,4/2/2021,366,0,73
40993,6/12/2020,Meghalaya,India,4/2/2021,44,1,18
41007,6/12/2020,Mizoram,India,4/2/2021,102,0,1
41019,6/12/2020,Nagaland,India,4/2/2021,128,0,22
41060,6/12/2020,Odisha,India,4/2/2021,3386,9,2354
41093,6/12/2020,Puducherry,India,4/2/2021,157,2,67
41097,6/12/2020,Punjab,India,4/2/2021,2887,59,2259
41107,6/12/2020,Rajasthan,India,4/2/2021,11838,265,8775
41155,6/12/2020,Sikkim,India,4/2/2021,14,0,2
41176,6/12/2020,Tamil Nadu,India,4/2/2021,38716,349,20705
41180,6/12/2020,Telangana,India,4/2/2021,4320,165,1993
41197,6/12/2020,Tripura,India,4/2/2021,913,1,278
41211,6/12/2020,Unknown,India,4/2/2021,8315,0,0
41219,6/12/2020,Uttar Pradesh,India,4/2/2021,12088,345,7292
41220,6/12/2020,Uttarakhand,India,4/2/2021,1643,15,842
41246,6/12/2020,West Bengal,India,4/2/2021,9768,442,3988
41455,6/13/2020,Andaman and Nicobar Islands,India,4/2/2021,38,0,33
41456,6/13/2020,Andhra Pradesh,India,4/2/2021,5680,80,3105
41472,6/13/2020,Arunachal Pradesh,India,4/2/2021,67,0,4
41473,6/13/2020,Assam,India,4/2/2021,3498,8,1537
41495,6/13/2020,Bihar,India,4/2/2021,6103,36,3587
41528,6/13/2020,Chandigarh,India,4/2/2021,334,5,286
41535,6/13/2020,Chhattisgarh,India,4/2/2021,1429,6,550
41554,6/13/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,30,0,2
41558,6/13/2020,Delhi,India,4/2/2021,36824,1214,13398
41588,6/13/2020,Goa,India,4/2/2021,463,0,69
41603,6/13/2020,Gujarat,India,4/2/2021,22527,1415,15493
41608,6/13/2020,Haryana,India,4/2/2021,6334,70,2475
41615,6/13/2020,Himachal Pradesh,India,4/2/2021,486,6,297
41640,6/13/2020,Jammu and Kashmir,India,4/2/2021,4730,53,2086
41643,6/13/2020,Jharkhand,India,4/2/2021,1617,8,672
41661,6/13/2020,Karnataka,India,4/2/2021,6516,79,3440
41664,6/13/2020,Kerala,India,4/2/2021,2322,19,1000
41689,6/13/2020,Ladakh,India,4/2/2021,239,1,62
41705,6/13/2020,Madhya Pradesh,India,4/2/2021,10443,440,7201
41711,6/13/2020,Maharashtra,India,4/2/2021,101141,3717,47796
41713,6/13/2020,Manipur,India,4/2/2021,385,0,77
41726,6/13/2020,Meghalaya,India,4/2/2021,44,1,22
41740,6/13/2020,Mizoram,India,4/2/2021,104,0,1
41752,6/13/2020,Nagaland,India,4/2/2021,156,0,49
41793,6/13/2020,Odisha,India,4/2/2021,3498,10,2474
41826,6/13/2020,Puducherry,India,4/2/2021,157,2,67
41830,6/13/2020,Punjab,India,4/2/2021,2986,63,2282
41840,6/13/2020,Rajasthan,India,4/2/2021,12068,272,8898
41888,6/13/2020,Sikkim,India,4/2/2021,63,0,2
41909,6/13/2020,Tamil Nadu,India,4/2/2021,40698,367,22047
41913,6/13/2020,Telangana,India,4/2/2021,4484,174,2278
41930,6/13/2020,Tripura,India,4/2/2021,961,1,278
41944,6/13/2020,Unknown,India,4/2/2021,7984,0,0
41952,6/13/2020,Uttar Pradesh,India,4/2/2021,12616,365,7609
41953,6/13/2020,Uttarakhand,India,4/2/2021,1724,21,947
41979,6/13/2020,West Bengal,India,4/2/2021,10244,451,4206
42188,6/14/2020,Andaman and Nicobar Islands,India,4/2/2021,38,0,33
42189,6/14/2020,Andhra Pradesh,India,4/2/2021,5965,82,3195
42205,6/14/2020,Arunachal Pradesh,India,4/2/2021,87,0,4
42206,6/14/2020,Assam,India,4/2/2021,3718,8,1584
42228,6/14/2020,Bihar,India,4/2/2021,6290,39,3956
42261,6/14/2020,Chandigarh,India,4/2/2021,345,5,286
42268,6/14/2020,Chhattisgarh,India,4/2/2021,1512,6,631
42287,6/14/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,35,0,2
42291,6/14/2020,Delhi,India,4/2/2021,38958,1271,14945
42321,6/14/2020,Goa,India,4/2/2021,523,0,70
42336,6/14/2020,Gujarat,India,4/2/2021,23038,1448,15883
42341,6/14/2020,Haryana,India,4/2/2021,6749,78,2803
42348,6/14/2020,Himachal Pradesh,India,4/2/2021,502,6,313
42373,6/14/2020,Jammu and Kashmir,India,4/2/2021,4878,55,2269
42376,6/14/2020,Jharkhand,India,4/2/2021,1711,8,816
42394,6/14/2020,Karnataka,India,4/2/2021,6824,81,3648
42397,6/14/2020,Kerala,India,4/2/2021,2407,19,1046
42422,6/14/2020,Ladakh,India,4/2/2021,437,1,68
42438,6/14/2020,Madhya Pradesh,India,4/2/2021,10641,447,7377
42444,6/14/2020,Maharashtra,India,4/2/2021,104568,3830,49346
42446,6/14/2020,Manipur,India,4/2/2021,449,0,91
42459,6/14/2020,Meghalaya,India,4/2/2021,44,1,22
42473,6/14/2020,Mizoram,India,4/2/2021,107,0,1
42485,6/14/2020,Nagaland,India,4/2/2021,163,0,76
42526,6/14/2020,Odisha,India,4/2/2021,3723,10,2594
42559,6/14/2020,Puducherry,India,4/2/2021,176,2,82
42563,6/14/2020,Punjab,India,4/2/2021,3063,65,2327
42573,6/14/2020,Rajasthan,India,4/2/2021,12401,282,9337
42621,6/14/2020,Sikkim,India,4/2/2021,63,0,4
42642,6/14/2020,Tamil Nadu,India,4/2/2021,42687,397,23409
42646,6/14/2020,Telangana,India,4/2/2021,4737,182,2352
42663,6/14/2020,Tripura,India,4/2/2021,1046,1,315
42677,6/14/2020,Unknown,India,4/2/2021,7436,0,0
42685,6/14/2020,Uttar Pradesh,India,4/2/2021,13118,385,7875
42686,6/14/2020,Uttarakhand,India,4/2/2021,1785,23,1077
42712,6/14/2020,West Bengal,India,4/2/2021,10698,463,4542
42921,6/15/2020,Andaman and Nicobar Islands,India,4/2/2021,41,0,33
42922,6/15/2020,Andhra Pradesh,India,4/2/2021,6456,88,3316
42938,6/15/2020,Arunachal Pradesh,India,4/2/2021,91,0,7
42939,6/15/2020,Assam,India,4/2/2021,4158,8,2166
42961,6/15/2020,Bihar,India,4/2/2021,6650,40,4409
42994,6/15/2020,Chandigarh,India,4/2/2021,354,6,296
43001,6/15/2020,Chhattisgarh,India,4/2/2021,1756,8,890
43020,6/15/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,36,0,5
43024,6/15/2020,Delhi,India,4/2/2021,42829,1400,16427
43054,6/15/2020,Goa,India,4/2/2021,592,0,85
43069,6/15/2020,Gujarat,India,4/2/2021,24055,1505,16664
43074,6/15/2020,Haryana,India,4/2/2021,7722,100,3565
43081,6/15/2020,Himachal Pradesh,India,4/2/2021,556,8,353
43106,6/15/2020,Jammu and Kashmir,India,4/2/2021,5220,62,2604
43109,6/15/2020,Jharkhand,India,4/2/2021,1763,8,905
43127,6/15/2020,Karnataka,India,4/2/2021,7213,89,4135
43130,6/15/2020,Kerala,India,4/2/2021,2543,20,1175
43155,6/15/2020,Ladakh,India,4/2/2021,555,1,82
43171,6/15/2020,Madhya Pradesh,India,4/2/2021,10935,465,7903
43177,6/15/2020,Maharashtra,India,4/2/2021,110744,4128,56049
43179,6/15/2020,Manipur,India,4/2/2021,490,0,151
43192,6/15/2020,Meghalaya,India,4/2/2021,44,1,25
43206,6/15/2020,Mizoram,India,4/2/2021,117,0,1
43218,6/15/2020,Nagaland,India,4/2/2021,177,0,92
43259,6/15/2020,Odisha,India,4/2/2021,4055,11,2854
43292,6/15/2020,Puducherry,India,4/2/2021,202,5,95
43296,6/15/2020,Punjab,India,4/2/2021,3267,71,2443
43306,6/15/2020,Rajasthan,India,4/2/2021,12981,301,9785
43354,6/15/2020,Sikkim,India,4/2/2021,68,0,4
43375,6/15/2020,Tamil Nadu,India,4/2/2021,46504,479,25344
43379,6/15/2020,Telangana,India,4/2/2021,5193,187,2766
43396,6/15/2020,Tripura,India,4/2/2021,1086,1,433
43410,6/15/2020,Unknown,India,4/2/2021,7684,0,0
43418,6/15/2020,Uttar Pradesh,India,4/2/2021,13615,399,8268
43419,6/15/2020,Uttarakhand,India,4/2/2021,1845,24,1189
43445,6/15/2020,West Bengal,India,4/2/2021,11494,485,5494
43654,6/16/2020,Andaman and Nicobar Islands,India,4/2/2021,44,0,33
43655,6/16/2020,Andhra Pradesh,India,4/2/2021,6841,88,3509
43671,6/16/2020,Arunachal Pradesh,India,4/2/2021,95,0,7
43672,6/16/2020,Assam,India,4/2/2021,4319,8,2166
43694,6/16/2020,Bihar,India,4/2/2021,6778,41,4644
43727,6/16/2020,Chandigarh,India,4/2/2021,358,6,302
43734,6/16/2020,Chhattisgarh,India,4/2/2021,1781,9,1036
43753,6/16/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,45,0,9
43757,6/16/2020,Delhi,India,4/2/2021,44688,1837,16500
43787,6/16/2020,Goa,India,4/2/2021,629,0,85
43802,6/16/2020,Gujarat,India,4/2/2021,24577,1533,17082
43807,6/16/2020,Haryana,India,4/2/2021,8272,118,3748
43814,6/16/2020,Himachal Pradesh,India,4/2/2021,560,8,372
43839,6/16/2020,Jammu and Kashmir,India,4/2/2021,5298,63,2781
43842,6/16/2020,Jharkhand,India,4/2/2021,1839,9,1121
43860,6/16/2020,Karnataka,India,4/2/2021,7530,94,4456
43863,6/16/2020,Kerala,India,4/2/2021,2622,20,1236
43888,6/16/2020,Ladakh,India,4/2/2021,649,1,85
43904,6/16/2020,Madhya Pradesh,India,4/2/2021,11083,476,8152
43910,6/16/2020,Maharashtra,India,4/2/2021,113445,5537,57851
43912,6/16/2020,Manipur,India,4/2/2021,500,0,159
43925,6/16/2020,Meghalaya,India,4/2/2021,44,1,25
43939,6/16/2020,Mizoram,India,4/2/2021,121,0,1
43951,6/16/2020,Nagaland,India,4/2/2021,179,0,92
43992,6/16/2020,Odisha,India,4/2/2021,4163,11,2974
44025,6/16/2020,Puducherry,India,4/2/2021,216,6,99
44029,6/16/2020,Punjab,India,4/2/2021,3371,72,2461
44039,6/16/2020,Rajasthan,India,4/2/2021,13216,308,9849
44087,6/16/2020,Sikkim,India,4/2/2021,70,0,4
44108,6/16/2020,Tamil Nadu,India,4/2/2021,48019,528,26782
44112,6/16/2020,Telangana,India,4/2/2021,5406,191,3027
44129,6/16/2020,Tripura,India,4/2/2021,1092,1,433
44143,6/16/2020,Unknown,India,4/2/2021,8273,0,0
44151,6/16/2020,Uttar Pradesh,India,4/2/2021,14091,417,8610
44152,6/16/2020,Uttarakhand,India,4/2/2021,1942,25,1216
44178,6/16/2020,West Bengal,India,4/2/2021,11909,495,6028
44387,6/17/2020,Andaman and Nicobar Islands,India,4/2/2021,44,0,33
44388,6/17/2020,Andhra Pradesh,India,4/2/2021,7071,90,3641
44404,6/17/2020,Arunachal Pradesh,India,4/2/2021,99,0,7
44405,6/17/2020,Assam,India,4/2/2021,4605,8,2642
44427,6/17/2020,Bihar,India,4/2/2021,6942,44,4926
44460,6/17/2020,Chandigarh,India,4/2/2021,368,6,303
44467,6/17/2020,Chhattisgarh,India,4/2/2021,1864,10,1180
44486,6/17/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,57,0,12
44490,6/17/2020,Delhi,India,4/2/2021,47102,1904,17457
44520,6/17/2020,Goa,India,4/2/2021,656,0,96
44535,6/17/2020,Gujarat,India,4/2/2021,25093,1560,17430
44540,6/17/2020,Haryana,India,4/2/2021,8832,130,3952
44547,6/17/2020,Himachal Pradesh,India,4/2/2021,569,8,372
44572,6/17/2020,Jammu and Kashmir,India,4/2/2021,5406,65,2914
44575,6/17/2020,Jharkhand,India,4/2/2021,1895,10,1151
44593,6/17/2020,Karnataka,India,4/2/2021,7734,102,4804
44596,6/17/2020,Kerala,India,4/2/2021,2697,20,1326
44621,6/17/2020,Ladakh,India,4/2/2021,687,1,92
44637,6/17/2020,Madhya Pradesh,India,4/2/2021,11244,482,8388
44643,6/17/2020,Maharashtra,India,4/2/2021,116752,5651,59166
44645,6/17/2020,Manipur,India,4/2/2021,552,0,192
44658,6/17/2020,Meghalaya,India,4/2/2021,44,1,30
44672,6/17/2020,Mizoram,India,4/2/2021,121,0,1
44684,6/17/2020,Nagaland,India,4/2/2021,193,0,103
44725,6/17/2020,Odisha,India,4/2/2021,4338,11,3047
44758,6/17/2020,Puducherry,India,4/2/2021,245,7,109
44762,6/17/2020,Punjab,India,4/2/2021,3497,78,2538
44772,6/17/2020,Rajasthan,India,4/2/2021,13542,313,10467
44820,6/17/2020,Sikkim,India,4/2/2021,70,0,4
44841,6/17/2020,Tamil Nadu,India,4/2/2021,50193,576,27624
44845,6/17/2020,Telangana,India,4/2/2021,5675,192,3071
44862,6/17/2020,Tripura,India,4/2/2021,1135,1,556
44876,6/17/2020,Unknown,India,4/2/2021,8703,0,0
44884,6/17/2020,Uttar Pradesh,India,4/2/2021,14598,435,8904
44885,6/17/2020,Uttarakhand,India,4/2/2021,2023,26,1254
44911,6/17/2020,West Bengal,India,4/2/2021,12300,506,6533
45120,6/18/2020,Andaman and Nicobar Islands,India,4/2/2021,44,0,33
45121,6/18/2020,Andhra Pradesh,India,4/2/2021,7518,92,3789
45137,6/18/2020,Arunachal Pradesh,India,4/2/2021,103,0,10
45138,6/18/2020,Assam,India,4/2/2021,4777,9,2654
45160,6/18/2020,Bihar,India,4/2/2021,7025,44,5056
45193,6/18/2020,Chandigarh,India,4/2/2021,374,6,306
45200,6/18/2020,Chhattisgarh,India,4/2/2021,1946,10,1228
45219,6/18/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,58,0,13
45223,6/18/2020,Delhi,India,4/2/2021,49979,1969,21341
45253,6/18/2020,Goa,India,4/2/2021,705,0,109
45268,6/18/2020,Gujarat,India,4/2/2021,25601,1591,17819
