SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
53707,6/29/2020,West Bengal,India,4/2/2021,17907,653,11719
53916,6/30/2020,Andaman and Nicobar Islands,India,4/2/2021,97,0,50
53917,6/30/2020,Andhra Pradesh,India,4/2/2021,14595,187,6511
53933,6/30/2020,Arunachal Pradesh,India,4/2/2021,191,1,62
53934,6/30/2020,Assam,India,4/2/2021,8227,12,5647
53956,6/30/2020,Bihar,India,4/2/2021,10043,67,7687
53989,6/30/2020,Chandigarh,India,4/2/2021,440,6,364
53996,6/30/2020,Chhattisgarh,India,4/2/2021,2860,13,2250
54015,6/30/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,213,0,82
54019,6/30/2020,Delhi,India,4/2/2021,87360,2742,58348
54049,6/30/2020,Goa,India,4/2/2021,1315,3,596
54064,6/30/2020,Gujarat,India,4/2/2021,32557,1846,23662
54069,6/30/2020,Haryana,India,4/2/2021,14548,236,9972
54076,6/30/2020,Himachal Pradesh,India,4/2/2021,953,10,580
54101,6/30/2020,Jammu and Kashmir,India,4/2/2021,7497,101,4722
54104,6/30/2020,Jharkhand,India,4/2/2021,2490,15,1884
54122,6/30/2020,Karnataka,India,4/2/2021,15242,246,7918
54125,6/30/2020,Kerala,India,4/2/2021,4442,24,2306
54150,6/30/2020,Ladakh,India,4/2/2021,973,1,648
54166,6/30/2020,Madhya Pradesh,India,4/2/2021,13593,572,10395
54172,6/30/2020,Maharashtra,India,4/2/2021,174761,7855,90911
54174,6/30/2020,Manipur,India,4/2/2021,1234,0,553
54187,6/30/2020,Meghalaya,India,4/2/2021,52,1,42
54201,6/30/2020,Mizoram,India,4/2/2021,160,0,122
54213,6/30/2020,Nagaland,India,4/2/2021,459,0,168
54254,6/30/2020,Odisha,India,4/2/2021,7065,25,5189
54287,6/30/2020,Puducherry,India,4/2/2021,714,12,272
54291,6/30/2020,Punjab,India,4/2/2021,5568,144,3867
54301,6/30/2020,Rajasthan,India,4/2/2021,18014,413,14220
54349,6/30/2020,Sikkim,India,4/2/2021,89,0,52
54370,6/30/2020,Tamil Nadu,India,4/2/2021,90167,1201,50074
54374,6/30/2020,Telangana,India,4/2/2021,16339,260,7294
54391,6/30/2020,Tripura,India,4/2/2021,1388,1,1086
54405,6/30/2020,Unknown,India,4/2/2021,6915,0,0
54413,6/30/2020,Uttar Pradesh,India,4/2/2021,23492,697,16084
54414,6/30/2020,Uttarakhand,India,4/2/2021,2881,41,2231
54440,6/30/2020,West Bengal,India,4/2/2021,18559,668,12130
54649,7/1/2020,Andaman and Nicobar Islands,India,4/2/2021,100,0,50
54650,7/1/2020,Andhra Pradesh,India,4/2/2021,15252,193,6988
54666,7/1/2020,Arunachal Pradesh,India,4/2/2021,195,1,66
54667,7/1/2020,Assam,India,4/2/2021,8582,12,5851
54689,7/1/2020,Bihar,India,4/2/2021,10249,70,7946
54722,7/1/2020,Chandigarh,India,4/2/2021,446,6,367
54729,7/1/2020,Chhattisgarh,India,4/2/2021,2940,14,2303
54748,7/1/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,215,0,86
54752,7/1/2020,Delhi,India,4/2/2021,89802,2803,59992
54782,7/1/2020,Goa,India,4/2/2021,1387,4,670
54797,7/1/2020,Gujarat,India,4/2/2021,33232,1867,24030
54802,7/1/2020,Haryana,India,4/2/2021,14941,240,10499
54809,7/1/2020,Himachal Pradesh,India,4/2/2021,979,10,614
54834,7/1/2020,Jammu and Kashmir,India,4/2/2021,7695,105,4856
54837,7/1/2020,Jharkhand,India,4/2/2021,2521,15,1931
54855,7/1/2020,Karnataka,India,4/2/2021,16514,253,8063
54858,7/1/2020,Kerala,India,4/2/2021,4593,24,2439
54883,7/1/2020,Ladakh,India,4/2/2021,990,1,694
54899,7/1/2020,Madhya Pradesh,India,4/2/2021,13861,581,10655
54905,7/1/2020,Maharashtra,India,4/2/2021,180298,8053,93154
54907,7/1/2020,Manipur,India,4/2/2021,1260,0,579
54920,7/1/2020,Meghalaya,India,4/2/2021,52,1,42
54934,7/1/2020,Mizoram,India,4/2/2021,160,0,123
54946,7/1/2020,Nagaland,India,4/2/2021,459,0,168
54987,7/1/2020,Odisha,India,4/2/2021,7316,25,5353
55020,7/1/2020,Puducherry,India,4/2/2021,714,12,272
55024,7/1/2020,Punjab,India,4/2/2021,5668,149,3867
55034,7/1/2020,Rajasthan,India,4/2/2021,18312,421,14574
55082,7/1/2020,Sikkim,India,4/2/2021,101,0,53
55103,7/1/2020,Tamil Nadu,India,4/2/2021,94049,1264,52926
55107,7/1/2020,Telangana,India,4/2/2021,17357,267,8082
55124,7/1/2020,Tripura,India,4/2/2021,1396,1,1093
55138,7/1/2020,Unknown,India,4/2/2021,6832,0,0
55146,7/1/2020,Uttar Pradesh,India,4/2/2021,24056,718,16629
55147,7/1/2020,Uttarakhand,India,4/2/2021,2947,41,2317
55173,7/1/2020,West Bengal,India,4/2/2021,19170,683,12528
55382,7/2/2020,Andaman and Nicobar Islands,India,4/2/2021,109,0,51
55383,7/2/2020,Andhra Pradesh,India,4/2/2021,16097,198,7313
55399,7/2/2020,Arunachal Pradesh,India,4/2/2021,195,1,66
55400,7/2/2020,Assam,India,4/2/2021,9013,12,6106
55422,7/2/2020,Bihar,India,4/2/2021,10471,77,8020
55455,7/2/2020,Chandigarh,India,4/2/2021,450,6,389
55462,7/2/2020,Chhattisgarh,India,4/2/2021,3013,14,2385
55481,7/2/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,230,0,89
55485,7/2/2020,Delhi,India,4/2/2021,92175,2864,63007
55515,7/2/2020,Goa,India,4/2/2021,1482,4,734
55530,7/2/2020,Gujarat,India,4/2/2021,33913,1886,24593
55535,7/2/2020,Haryana,India,4/2/2021,15509,251,11019
55542,7/2/2020,Himachal Pradesh,India,4/2/2021,1014,10,628
55567,7/2/2020,Jammu and Kashmir,India,4/2/2021,7849,115,4974
55570,7/2/2020,Jharkhand,India,4/2/2021,2584,15,1983
55588,7/2/2020,Karnataka,India,4/2/2021,18016,272,8334
55591,7/2/2020,Kerala,India,4/2/2021,4753,25,2640
55616,7/2/2020,Ladakh,India,4/2/2021,990,1,730
55632,7/2/2020,Madhya Pradesh,India,4/2/2021,14106,589,10815
55638,7/2/2020,Maharashtra,India,4/2/2021,186626,8178,101172
55640,7/2/2020,Manipur,India,4/2/2021,1279,0,617
55653,7/2/2020,Meghalaya,India,4/2/2021,56,1,42
55667,7/2/2020,Mizoram,India,4/2/2021,162,0,126
55679,7/2/2020,Nagaland,India,4/2/2021,501,0,182
55720,7/2/2020,Odisha,India,4/2/2021,7545,27,5502
55753,7/2/2020,Puducherry,India,4/2/2021,802,12,331
55757,7/2/2020,Punjab,India,4/2/2021,5784,152,4144
55767,7/2/2020,Rajasthan,India,4/2/2021,18662,430,14948
55815,7/2/2020,Sikkim,India,4/2/2021,102,0,53
55836,7/2/2020,Tamil Nadu,India,4/2/2021,98392,1321,56021
55840,7/2/2020,Telangana,India,4/2/2021,18570,275,9069
55857,7/2/2020,Tripura,India,4/2/2021,1435,1,1146
55871,7/2/2020,Unknown,India,4/2/2021,6031,0,0
55879,7/2/2020,Uttar Pradesh,India,4/2/2021,24825,735,17221
55880,7/2/2020,Uttarakhand,India,4/2/2021,2984,42,2405
55906,7/2/2020,West Bengal,India,4/2/2021,19819,699,13037
56115,7/3/2020,Andaman and Nicobar Islands,India,4/2/2021,116,0,54
56116,7/3/2020,Andhra Pradesh,India,4/2/2021,16934,206,7632
56132,7/3/2020,Arunachal Pradesh,India,4/2/2021,252,1,75
56133,7/3/2020,Assam,India,4/2/2021,9673,14,6349
56155,7/3/2020,Bihar,India,4/2/2021,10954,80,8214
56188,7/3/2020,Chandigarh,India,4/2/2021,457,6,393
56195,7/3/2020,Chhattisgarh,India,4/2/2021,3065,14,2437
56214,7/3/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,257,0,96
56218,7/3/2020,Delhi,India,4/2/2021,94695,2923,65624
56248,7/3/2020,Goa,India,4/2/2021,1482,4,734
56263,7/3/2020,Gujarat,India,4/2/2021,34600,1904,24933
56268,7/3/2020,Haryana,India,4/2/2021,16003,255,11691
56275,7/3/2020,Himachal Pradesh,India,4/2/2021,1033,10,667
56300,7/3/2020,Jammu and Kashmir,India,4/2/2021,8019,119,5075
56303,7/3/2020,Jharkhand,India,4/2/2021,2695,15,2001
56321,7/3/2020,Karnataka,India,4/2/2021,19710,293,8805
56324,7/3/2020,Kerala,India,4/2/2021,4964,25,2841
56349,7/3/2020,Ladakh,India,4/2/2021,1001,1,777
56365,7/3/2020,Madhya Pradesh,India,4/2/2021,14297,593,11049
56371,7/3/2020,Maharashtra,India,4/2/2021,192990,8376,104687
56373,7/3/2020,Manipur,India,4/2/2021,1316,0,639
56386,7/3/2020,Meghalaya,India,4/2/2021,62,1,43
56400,7/3/2020,Mizoram,India,4/2/2021,162,0,126
56412,7/3/2020,Nagaland,India,4/2/2021,539,0,228
56453,7/3/2020,Odisha,India,4/2/2021,8106,29,5705
56486,7/3/2020,Puducherry,India,4/2/2021,802,12,331
56490,7/3/2020,Punjab,India,4/2/2021,5937,157,4266
56500,7/3/2020,Rajasthan,India,4/2/2021,19052,440,15281
56548,7/3/2020,Sikkim,India,4/2/2021,102,0,53
56569,7/3/2020,Tamil Nadu,India,4/2/2021,102721,1385,58378
56573,7/3/2020,Telangana,India,4/2/2021,20462,283,10195
56590,7/3/2020,Tripura,India,4/2/2021,1525,1,1199
56604,7/3/2020,Unknown,India,4/2/2021,4999,0,0
56612,7/3/2020,Uttar Pradesh,India,4/2/2021,25797,749,17597
56613,7/3/2020,Uttarakhand,India,4/2/2021,3048,42,2481
56639,7/3/2020,West Bengal,India,4/2/2021,20488,717,13571
56848,7/4/2020,Andaman and Nicobar Islands,India,4/2/2021,119,0,66
56849,7/4/2020,Andhra Pradesh,India,4/2/2021,17699,218,8008
56865,7/4/2020,Arunachal Pradesh,India,4/2/2021,259,1,76
56866,7/4/2020,Assam,India,4/2/2021,10668,14,6657
56888,7/4/2020,Bihar,India,4/2/2021,11700,89,8686
56921,7/4/2020,Chandigarh,India,4/2/2021,460,6,395
56928,7/4/2020,Chhattisgarh,India,4/2/2021,3161,14,2549
56947,7/4/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,271,0,96
56951,7/4/2020,Delhi,India,4/2/2021,97200,3004,68256
56981,7/4/2020,Goa,India,4/2/2021,1684,6,825
56996,7/4/2020,Gujarat,India,4/2/2021,35312,1925,25406
57001,7/4/2020,Haryana,India,4/2/2021,16548,260,12257
57008,7/4/2020,Himachal Pradesh,India,4/2/2021,1046,11,704
57033,7/4/2020,Jammu and Kashmir,India,4/2/2021,8246,127,5143
57036,7/4/2020,Jharkhand,India,4/2/2021,2739,17,2035
57054,7/4/2020,Karnataka,India,4/2/2021,21549,335,9244
57057,7/4/2020,Kerala,India,4/2/2021,5204,25,3048
57082,7/4/2020,Ladakh,India,4/2/2021,1005,1,826
57098,7/4/2020,Madhya Pradesh,India,4/2/2021,14604,598,11234
57104,7/4/2020,Maharashtra,India,4/2/2021,200064,8671,108082
57106,7/4/2020,Manipur,India,4/2/2021,1325,0,667
57119,7/4/2020,Meghalaya,India,4/2/2021,62,1,43
57133,7/4/2020,Mizoram,India,4/2/2021,164,0,130
57145,7/4/2020,Nagaland,India,4/2/2021,563,0,228
57186,7/4/2020,Odisha,India,4/2/2021,8601,34,5934
57219,7/4/2020,Puducherry,India,4/2/2021,802,12,331
57223,7/4/2020,Punjab,India,4/2/2021,6109,162,4306
57233,7/4/2020,Rajasthan,India,4/2/2021,19532,447,15640
57281,7/4/2020,Sikkim,India,4/2/2021,103,0,58
57302,7/4/2020,Tamil Nadu,India,4/2/2021,107001,1450,60592
57306,7/4/2020,Telangana,India,4/2/2021,22312,288,11537
57323,7/4/2020,Tripura,India,4/2/2021,1546,1,1202
57337,7/4/2020,Unknown,India,4/2/2021,4629,0,0
57345,7/4/2020,Uttar Pradesh,India,4/2/2021,26554,773,18154
57346,7/4/2020,Uttarakhand,India,4/2/2021,3093,42,2502
57372,7/4/2020,West Bengal,India,4/2/2021,21231,736,14166
57581,7/5/2020,Andaman and Nicobar Islands,India,4/2/2021,125,0,72
57582,7/5/2020,Andhra Pradesh,India,4/2/2021,18697,232,8422
57598,7/5/2020,Arunachal Pradesh,India,4/2/2021,269,1,78
57599,7/5/2020,Assam,India,4/2/2021,11388,14,7125
57621,7/5/2020,Bihar,India,4/2/2021,11876,95,8765
57654,7/5/2020,Chandigarh,India,4/2/2021,466,6,395
57661,7/5/2020,Chhattisgarh,India,4/2/2021,3207,14,2601
57680,7/5/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,271,0,106
57684,7/5/2020,Delhi,India,4/2/2021,99444,3067,71339
57714,7/5/2020,Goa,India,4/2/2021,1761,7,936
57729,7/5/2020,Gujarat,India,4/2/2021,36037,1943,25892
57734,7/5/2020,Haryana,India,4/2/2021,17005,265,12944
57741,7/5/2020,Himachal Pradesh,India,4/2/2021,1063,11,737
57766,7/5/2020,Jammu and Kashmir,India,4/2/2021,8429,132,5255
57769,7/5/2020,Jharkhand,India,4/2/2021,2781,19,2045
57787,7/5/2020,Karnataka,India,4/2/2021,23474,372,9847
57790,7/5/2020,Kerala,India,4/2/2021,5429,25,3174
57815,7/5/2020,Ladakh,India,4/2/2021,1005,1,826
57831,7/5/2020,Madhya Pradesh,India,4/2/2021,14930,608,11411
57837,7/5/2020,Maharashtra,India,4/2/2021,206619,8822,111740
57839,7/5/2020,Manipur,India,4/2/2021,1366,0,688
57852,7/5/2020,Meghalaya,India,4/2/2021,62,1,43
57866,7/5/2020,Mizoram,India,4/2/2021,186,0,130
57878,7/5/2020,Nagaland,India,4/2/2021,590,0,231
57919,7/5/2020,Odisha,India,4/2/2021,9070,36,6224
57952,7/5/2020,Puducherry,India,4/2/2021,802,12,331
57956,7/5/2020,Punjab,India,4/2/2021,6283,164,4408
57966,7/5/2020,Rajasthan,India,4/2/2021,20164,456,15928
58014,7/5/2020,Sikkim,India,4/2/2021,123,0,61
58035,7/5/2020,Tamil Nadu,India,4/2/2021,111151,1510,62778
58039,7/5/2020,Telangana,India,4/2/2021,23902,295,12703
58056,7/5/2020,Tripura,India,4/2/2021,1568,1,1202
58070,7/5/2020,Unknown,India,4/2/2021,4913,0,0
58078,7/5/2020,Uttar Pradesh,India,4/2/2021,27707,785,18761
58079,7/5/2020,Uttarakhand,India,4/2/2021,3124,42,2524
58105,7/5/2020,West Bengal,India,4/2/2021,22126,757,14711
58314,7/6/2020,Andaman and Nicobar Islands,India,4/2/2021,141,0,74
58315,7/6/2020,Andhra Pradesh,India,4/2/2021,20019,239,8920
58331,7/6/2020,Arunachal Pradesh,India,4/2/2021,269,1,78
58332,7/6/2020,Assam,India,4/2/2021,12160,14,7882
58354,7/6/2020,Bihar,India,4/2/2021,12125,97,8997
58387,7/6/2020,Chandigarh,India,4/2/2021,489,6,401
58394,7/6/2020,Chhattisgarh,India,4/2/2021,3305,14,2667
58413,7/6/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,297,0,114
58417,7/6/2020,Delhi,India,4/2/2021,100823,3115,72088
58447,7/6/2020,Goa,India,4/2/2021,1813,7,1061
58462,7/6/2020,Gujarat,India,4/2/2021,36772,1960,26315
58467,7/6/2020,Haryana,India,4/2/2021,17504,276,13335
58474,7/6/2020,Himachal Pradesh,India,4/2/2021,1077,11,763
58499,7/6/2020,Jammu and Kashmir,India,4/2/2021,8675,138,5318
58502,7/6/2020,Jharkhand,India,4/2/2021,2847,20,2068
58520,7/6/2020,Karnataka,India,4/2/2021,25317,401,10527
58523,7/6/2020,Kerala,India,4/2/2021,5622,27,3341
58548,7/6/2020,Ladakh,India,4/2/2021,1005,1,836
58564,7/6/2020,Madhya Pradesh,India,4/2/2021,15284,617,11579
58570,7/6/2020,Maharashtra,India,4/2/2021,211987,9026,115262
58572,7/6/2020,Manipur,India,4/2/2021,1390,0,734
58585,7/6/2020,Meghalaya,India,4/2/2021,80,1,43
58599,7/6/2020,Mizoram,India,4/2/2021,197,0,133
58611,7/6/2020,Nagaland,India,4/2/2021,625,0,243
58652,7/6/2020,Odisha,India,4/2/2021,9526,38,6486
58685,7/6/2020,Puducherry,India,4/2/2021,802,12,331
58689,7/6/2020,Punjab,India,4/2/2021,6491,169,4494
58699,7/6/2020,Rajasthan,India,4/2/2021,20688,461,16278
58747,7/6/2020,Sikkim,India,4/2/2021,125,0,65
58768,7/6/2020,Tamil Nadu,India,4/2/2021,114978,1571,66571
58772,7/6/2020,Telangana,India,4/2/2021,25733,306,14781
58789,7/6/2020,Tripura,India,4/2/2021,1680,1,1219
58803,7/6/2020,Unknown,India,4/2/2021,5034,0,0
58811,7/6/2020,Uttar Pradesh,India,4/2/2021,28636,809,19109
58812,7/6/2020,Uttarakhand,India,4/2/2021,3161,42,2586
58838,7/6/2020,West Bengal,India,4/2/2021,22987,779,15235
59047,7/7/2020,Andaman and Nicobar Islands,India,4/2/2021,147,0,75
59048,7/7/2020,Andhra Pradesh,India,4/2/2021,21197,252,9745
59064,7/7/2020,Arunachal Pradesh,India,4/2/2021,276,2,105
59065,7/7/2020,Assam,India,4/2/2021,12522,14,8329
59087,7/7/2020,Bihar,India,4/2/2021,12570,104,9284
59120,7/7/2020,Chandigarh,India,4/2/2021,494,7,401
59127,7/7/2020,Chhattisgarh,India,4/2/2021,3415,14,2751
59146,7/7/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,405,0,183
59150,7/7/2020,Delhi,India,4/2/2021,102831,3165,74217
59180,7/7/2020,Goa,India,4/2/2021,1903,8,1156
59195,7/7/2020,Gujarat,India,4/2/2021,37550,1977,26720
59200,7/7/2020,Haryana,India,4/2/2021,17999,279,13645
59207,7/7/2020,Himachal Pradesh,India,4/2/2021,1083,11,790
59232,7/7/2020,Jammu and Kashmir,India,4/2/2021,8931,143,5399
59235,7/7/2020,Jharkhand,India,4/2/2021,2996,22,2104
59253,7/7/2020,Karnataka,India,4/2/2021,26815,416,11098
59256,7/7/2020,Kerala,India,4/2/2021,5894,27,3452
59281,7/7/2020,Ladakh,India,4/2/2021,1041,1,836
59297,7/7/2020,Madhya Pradesh,India,4/2/2021,15627,622,11768
59303,7/7/2020,Maharashtra,India,4/2/2021,217121,9250,118558
59305,7/7/2020,Manipur,India,4/2/2021,1430,0,771
59318,7/7/2020,Meghalaya,India,4/2/2021,80,1,43
59332,7/7/2020,Mizoram,India,4/2/2021,197,0,133
59344,7/7/2020,Nagaland,India,4/2/2021,625,0,243
59385,7/7/2020,Odisha,India,4/2/2021,10097,42,6703
59418,7/7/2020,Puducherry,India,4/2/2021,930,14,434
59422,7/7/2020,Punjab,India,4/2/2021,6749,175,4554
59432,7/7/2020,Rajasthan,India,4/2/2021,21404,472,16575
59480,7/7/2020,Sikkim,India,4/2/2021,125,0,70
59501,7/7/2020,Tamil Nadu,India,4/2/2021,118594,1636,71116
59505,7/7/2020,Telangana,India,4/2/2021,27612,313,16287
59522,7/7/2020,Tripura,India,4/2/2021,1704,1,1248
59536,7/7/2020,Unknown,India,4/2/2021,5018,0,0
59544,7/7/2020,Uttar Pradesh,India,4/2/2021,29968,827,19627
59545,7/7/2020,Uttarakhand,India,4/2/2021,3230,43,2621
59571,7/7/2020,West Bengal,India,4/2/2021,23837,804,15790
59780,7/8/2020,Andaman and Nicobar Islands,India,4/2/2021,149,0,77
59781,7/8/2020,Andhra Pradesh,India,4/2/2021,22259,264,11101
59797,7/8/2020,Arunachal Pradesh,India,4/2/2021,287,2,109
59798,7/8/2020,Assam,India,4/2/2021,13336,16,8729
59820,7/8/2020,Bihar,India,4/2/2021,13189,107,9554
59853,7/8/2020,Chandigarh,India,4/2/2021,513,7,402
59860,7/8/2020,Chhattisgarh,India,4/2/2021,3525,14,2835
59879,7/8/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,408,0,184
59883,7/8/2020,Delhi,India,4/2/2021,104864,3213,78199
59913,7/8/2020,Goa,India,4/2/2021,2039,8,1207
59928,7/8/2020,Gujarat,India,4/2/2021,38333,1993,27289
59933,7/8/2020,Haryana,India,4/2/2021,18690,282,14106
59940,7/8/2020,Himachal Pradesh,India,4/2/2021,1101,11,833
59965,7/8/2020,Jammu and Kashmir,India,4/2/2021,9261,149,5567
59968,7/8/2020,Jharkhand,India,4/2/2021,3096,22,2170
59986,7/8/2020,Karnataka,India,4/2/2021,28877,470,11876
59989,7/8/2020,Kerala,India,4/2/2021,6195,27,3559
60014,7/8/2020,Ladakh,India,4/2/2021,1041,1,836
60030,7/8/2020,Madhya Pradesh,India,4/2/2021,16036,629,11987
60036,7/8/2020,Maharashtra,India,4/2/2021,223724,9448,123192
60038,7/8/2020,Manipur,India,4/2/2021,1435,0,793
60051,7/8/2020,Meghalaya,India,4/2/2021,80,1,43
60065,7/8/2020,Mizoram,India,4/2/2021,197,0,133
60077,7/8/2020,Nagaland,India,4/2/2021,657,0,304
60118,7/8/2020,Odisha,India,4/2/2021,10624,48,7006
60151,7/8/2020,Puducherry,India,4/2/2021,1008,14,480
60155,7/8/2020,Punjab,India,4/2/2021,6907,178,4828
60165,7/8/2020,Rajasthan,India,4/2/2021,22063,482,16866
60213,7/8/2020,Sikkim,India,4/2/2021,133,0,71
60234,7/8/2020,Tamil Nadu,India,4/2/2021,122350,1700,74167
60238,7/8/2020,Telangana,India,4/2/2021,29536,324,17279
60255,7/8/2020,Tripura,India,4/2/2021,1761,1,1324
60269,7/8/2020,Unknown,India,4/2/2021,4385,0,0
60277,7/8/2020,Uttar Pradesh,India,4/2/2021,31156,845,20331
60278,7/8/2020,Uttarakhand,India,4/2/2021,3258,46,2650
60304,7/8/2020,West Bengal,India,4/2/2021,24823,827,16291
60513,7/9/2020,Andaman and Nicobar Islands,India,4/2/2021,151,0,83
60514,7/9/2020,Andhra Pradesh,India,4/2/2021,23814,277,12154
60530,7/9/2020,Arunachal Pradesh,India,4/2/2021,302,2,120
60531,7/9/2020,Assam,India,4/2/2021,14032,22,8726
60553,7/9/2020,Bihar,India,4/2/2021,13944,115,9816
60586,7/9/2020,Chandigarh,India,4/2/2021,523,7,403
60593,7/9/2020,Chhattisgarh,India,4/2/2021,3675,15,2903
60612,7/9/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,411,0,189
60616,7/9/2020,Delhi,India,4/2/2021,107051,3258,82226
60646,7/9/2020,Goa,India,4/2/2021,2151,9,1273
60661,7/9/2020,Gujarat,India,4/2/2021,39194,2008,27718
60666,7/9/2020,Haryana,India,4/2/2021,19369,287,14510
60673,7/9/2020,Himachal Pradesh,India,4/2/2021,1140,11,846
60698,7/9/2020,Jammu and Kashmir,India,4/2/2021,9501,154,5695
60701,7/9/2020,Jharkhand,India,4/2/2021,3246,23,2208
60719,7/9/2020,Karnataka,India,4/2/2021,31105,486,12833
60722,7/9/2020,Kerala,India,4/2/2021,6534,27,3708
60747,7/9/2020,Ladakh,India,4/2/2021,1055,1,915
60763,7/9/2020,Madhya Pradesh,India,4/2/2021,16341,634,12232
60769,7/9/2020,Maharashtra,India,4/2/2021,230599,9667,127259
60771,7/9/2020,Manipur,India,4/2/2021,1450,0,799
60784,7/9/2020,Meghalaya,India,4/2/2021,113,2,66
60798,7/9/2020,Mizoram,India,4/2/2021,197,0,133
60810,7/9/2020,Nagaland,India,4/2/2021,673,0,304
60851,7/9/2020,Odisha,India,4/2/2021,11201,52,7407
60884,7/9/2020,Puducherry,India,4/2/2021,1151,14,584
60888,7/9/2020,Punjab,India,4/2/2021,7140,183,4945
60898,7/9/2020,Rajasthan,India,4/2/2021,22563,491,17070
60946,7/9/2020,Sikkim,India,4/2/2021,134,0,72
60967,7/9/2020,Tamil Nadu,India,4/2/2021,126581,1765,78161
60971,7/9/2020,Telangana,India,4/2/2021,30946,331,18192
60988,7/9/2020,Tripura,India,4/2/2021,1776,1,1338
61002,7/9/2020,Unknown,India,4/2/2021,4161,0,0
61010,7/9/2020,Uttar Pradesh,India,4/2/2021,32362,862,21127
61011,7/9/2020,Uttarakhand,India,4/2/2021,3305,46,2672
61037,7/9/2020,West Bengal,India,4/2/2021,25911,854,16826
61246,7/10/2020,Andaman and Nicobar Islands,India,4/2/2021,156,0,92
61247,7/10/2020,Andhra Pradesh,India,4/2/2021,25422,292,13194
61263,7/10/2020,Arunachal Pradesh,India,4/2/2021,335,2,120
61264,7/10/2020,Assam,India,4/2/2021,14600,27,9147
61286,7/10/2020,Bihar,India,4/2/2021,14575,119,10109
61319,7/10/2020,Chandigarh,India,4/2/2021,539,7,408
61326,7/10/2020,Chhattisgarh,India,4/2/2021,3767,17,3028
61345,7/10/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,459,0,211
61349,7/10/2020,Delhi,India,4/2/2021,109140,3300,84694
61379,7/10/2020,Goa,India,4/2/2021,2251,9,1347
61394,7/10/2020,Gujarat,India,4/2/2021,40069,2022,28147
61399,7/10/2020,Haryana,India,4/2/2021,19934,290,14904
61406,7/10/2020,Himachal Pradesh,India,4/2/2021,1171,11,883
61431,7/10/2020,Jammu and Kashmir,India,4/2/2021,9888,159,5786
61434,7/10/2020,Jharkhand,India,4/2/2021,3419,23,2224
61452,7/10/2020,Karnataka,India,4/2/2021,33418,543,13836
61455,7/10/2020,Kerala,India,4/2/2021,6950,27,3820
61480,7/10/2020,Ladakh,India,4/2/2021,1064,1,917
61496,7/10/2020,Madhya Pradesh,India,4/2/2021,16657,638,12481
61502,7/10/2020,Maharashtra,India,4/2/2021,238461,9893,132625
61504,7/10/2020,Manipur,India,4/2/2021,1582,0,832
61517,7/10/2020,Meghalaya,India,4/2/2021,207,2,66
61531,7/10/2020,Mizoram,India,4/2/2021,226,0,143
61543,7/10/2020,Nagaland,India,4/2/2021,732,0,304
61584,7/10/2020,Odisha,India,4/2/2021,11956,56,7972
61617,7/10/2020,Puducherry,India,4/2/2021,1272,17,637
61621,7/10/2020,Punjab,India,4/2/2021,7357,187,5017
61631,7/10/2020,Rajasthan,India,4/2/2021,23174,497,17620
61679,7/10/2020,Sikkim,India,4/2/2021,134,0,80
61700,7/10/2020,Tamil Nadu,India,4/2/2021,130261,1829,82324
61704,7/10/2020,Telangana,India,4/2/2021,32224,339,19205
61721,7/10/2020,Tripura,India,4/2/2021,1918,1,1372
61735,7/10/2020,Unknown,India,4/2/2021,3416,0,0
61743,7/10/2020,Uttar Pradesh,India,4/2/2021,33700,889,21787
61744,7/10/2020,Uttarakhand,India,4/2/2021,3373,46,2706
61770,7/10/2020,West Bengal,India,4/2/2021,27109,880,17348
61979,7/11/2020,Andaman and Nicobar Islands,India,4/2/2021,163,0,93
61980,7/11/2020,Andhra Pradesh,India,4/2/2021,27235,309,14393
61996,7/11/2020,Arunachal Pradesh,India,4/2/2021,341,2,125
61997,7/11/2020,Assam,India,4/2/2021,15536,35,9150
62019,7/11/2020,Bihar,India,4/2/2021,15373,131,10685
62052,7/11/2020,Chandigarh,India,4/2/2021,555,7,413
62059,7/11/2020,Chhattisgarh,India,4/2/2021,3897,17,3070
62078,7/11/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021,471,0,226
62082,7/11/2020,Delhi,India,4/2/2021,110921,3334,87692
62112,7/11/2020,Goa,India,4/2/2021,2368,12,1428
62127,7/11/2020,Gujarat,India,4/2/2021,40941,2032,28649
62132,7/11/2020,Haryana,India,4/2/2021,20582,297,15394
62139,7/11/2020,Himachal Pradesh,India,4/2/2021,1182,11,908
62164,7/11/2020,Jammu and Kashmir,India,4/2/2021,10156,169,5895
